
# Surface 0 of 1 surfaces

# Curve title: ""hiTb.dat" u ($1/1000):($2/1000):110"
# Contour 0, label:        0
 2.21646  0.258321  0 
 2.1858  0.249998  0 
 2.15475  0.24121  0 
 2.12457  0.232234  0 
 2.09621  0.223449  0 
 2.07056  0.215261  0 
 2.04849  0.208076  0 
 2.03089  0.2023  0 
 2.018  0.198153  0 
 2.0076  0.195112  0 
 1.99683  0.192465  0 
 1.98282  0.189503  0 
 1.96273  0.185515  0 
 1.93462  0.179993  0 
 1.90019  0.173233  0 
 1.86208  0.165729  0 
 1.82293  0.15798  0 
 1.78537  0.150482  0 
 1.75062  0.143458  0 
 1.71426  0.136039  0 
 1.67046  0.127084  0 
 1.61339  0.115452  0 
 1.53721  0.100001  0 

 6 1 0
 4.2       1 0
 4.10321  0.952632  0 
 4.05829  0.92694  0 
 4.02283  0.906255  0 
 3.99512  0.889899  0 
 3.97348  0.877194  0 
 3.95619  0.867464  0 
 3.94163  0.86004  0 
 3.92838  0.854292  0 
 3.91512  0.849601  0 
 3.9005  0.845346  0 
 3.88319  0.840908  0 
 3.86223  0.835778  0 
 3.83824  0.829896  0 
 3.81223  0.823313  0 
 3.7852  0.816082  0 
 3.75816  0.808253  0 
 3.732  0.799931  0 
 3.70722  0.791423  0 
 3.68418  0.78309  0 
 3.66326  0.775293  0 
 3.64482  0.768392  0 
 3.629  0.762624  0 
 3.61495  0.757738  0 
 3.60158  0.753358  0 
 3.5878  0.749111  0 
 3.57251  0.74462  0 
 3.55489  0.739574  0 
 3.53519  0.733906  0 
 3.51392  0.727612  0 
 3.49162  0.720687  0 
 3.46879  0.713129  0 
 3.44591  0.70497  0 
 3.42324  0.696402  0 
 3.40101  0.687652  0 
 3.37942  0.678949  0 
 3.3587  0.670521  0 
 3.33905  0.662572  0 
 3.32064  0.655204  0 
 3.30361  0.648492  0 
 3.28811  0.642515  0 
 3.27429  0.637347  0 
 3.26211  0.632978  0 
 3.25078  0.62904  0 
 3.23934  0.625077  0 
 3.22679  0.620635  0 
 3.21217  0.615258  0 
 3.19479  0.608612  0 
 3.1751  0.600854  0 
 3.15383  0.592261  0 
 3.13171  0.583112  0 
 3.10948  0.573684  0 
 3.0878  0.564246  0 
 3.06699  0.555017  0 
 3.04733  0.546207  0 
 3.02907  0.538028  0 
 3.01246  0.530688  0 
 2.99764  0.52432  0 
 2.98417  0.518751  0 
 2.9715  0.51373  0 
 2.95906  0.509006  0 
 2.94629  0.504329  0 
 2.93271  0.499469  0 
 2.91816  0.494277  0 
 2.90258  0.488624  0 
 2.88587  0.482383  0 
 2.86796  0.475424  0 
 2.84886  0.46767  0 
 2.82882  0.459239  0 
 2.80818  0.450301  0 
 2.7873  0.441024  0 
 2.7665  0.431579  0 
 2.74613  0.422151  0 
 2.72663  0.412997  0 
 2.70841  0.404392  0 
 2.6919  0.39661  0 
 2.67755  0.389924  0 
 2.66548  0.38449  0 
 2.65472  0.379984  0 
 2.64399  0.375961  0 
 2.63202  0.371978  0 
 2.61752  0.367591  0 
 2.59952  0.362441  0 
 2.57817  0.356509  0 
 2.55393  0.349858  0 
 2.52725  0.342553  0 
 2.49858  0.334661  0 
 2.46853  0.326308  0 
 2.43842  0.317872  0 
 2.4097  0.309793  0 
 2.38386  0.302514  0 
 2.36236  0.296474  0 
 2.34605  0.291935  0 
 2.33324  0.288447  0 
 2.32161  0.285381  0 
 2.30883  0.282108  0 
 2.2926  0.277999  0 
 2.2712  0.272572  0 
 2.24538  0.265929  0 
 2.21646  0.258321  0 

